gender,age,job,monthly_income,assets,saving_months,saving_amount,deposit_amount,deposit_months
M,88,1,2668,216971,24,373,7683,24
F,84,1,457,27010,24,100,548,12
M,16,0,87,1257,3,13,97,6
M,62,1,467,22804,12,70,1793,24
F,26,0,115,258,24,55,317,6
M,13,0,90,1523,3,9,204,12
F,74,1,738,94909,12,132,2833,24
F,28,0,173,3540,3,96,487,6
M,36,0,132,2361,3,67,67,1
F,93,1,1299,66191,24,259,4364,24
F,51,0,322,29414,24,122,96,1
M,89,1,2389,57134,12,334,6880,24
F,82,1,701,70046,24,105,3028,24
M,45,1,2217,146499,24,842,9045,12
M,21,0,120,2292,24,59,190,3
F,23,0,181,2542,12,104,1129,12
M,89,1,1559,55246,12,265,6360,24
F,47,1,374,17420,24,123,1481,12
F,30,0,123,5997,12,62,61,1
M,55,0,307,16193,12,116,119,1
F,14,0,128,499,6,12,131,6
M,92,1,1313,83158,24,236,2993,12
F,44,1,1848,246784,12,702,15079,24
F,54,1,1016,85714,12,314,8046,24
M,84,1,2138,137288,24,299,5644,24
F,29,0,65,257,3,31,764,24
M,93,1,187,2263,24,26,381,12
M,100,1,2439,217075,24,439,4390,12
M,100,1,2912,322570,12,291,4542,12
F,62,0,384,10834,12,57,149,3
M,52,0,96,1019,1,34,437,12
M,21,0,30,695,3,16,89,6
M,73,0,409,34118,12,65,77,1
F,81,0,462,31233,6,110,1884,24
F,21,0,190,3824,24,83,2188,24
M,22,1,780,58504,24,382,9547,24
M,58,1,2234,209604,24,781,20374,24
F,37,0,130,8634,3,58,63,1
F,23,0,97,894,12,44,44,1
F,54,0,98,1044,3,35,205,6
F,47,0,339,11689,1,125,325,3
M,50,1,509,899,24,157,2382,12
M,10,0,200,1411,3,34,290,12
F,13,0,20,90,3,2,2,1
F,92,1,2519,273610,12,403,5743,12
F,37,1,687,67659,24,322,4039,12
F,46,1,1732,185578,24,640,14964,24
F,39,1,1481,139923,24,799,17416,24
F,62,1,434,34680,12,60,1145,12
F,15,0,89,1156,6,12,426,24
F,51,1,2260,159455,24,655,22780,24
M,85,1,1962,28102,12,235,3531,12
F,53,1,453,19143,12,158,2011,12
F,42,0,383,33081,3,145,827,6
M,97,1,2249,151178,24,359,4857,12
M,94,1,1770,259961,12,212,6371,24
M,58,1,444,36336,24,146,1918,12
M,80,1,1104,52426,12,143,1722,12
M,44,1,1599,118957,24,639,7483,12
F,93,0,194,10100,24,21,186,6
M,76,1,2236,55287,24,268,5098,12
M,50,1,1993,46432,12,697,8131,12
F,81,0,459,37283,3,100,991,12
F,87,1,599,69071,12,101,1221,12
M,27,0,160,3786,12,81,225,3
F,60,1,1259,96645,24,188,2417,12
F,77,1,993,63705,24,198,3813,24
F,33,1,2833,226493,12,1303,15978,12
M,91,1,1269,71075,12,139,3959,24
M,64,1,1350,95592,12,229,3401,12
M,53,0,235,10707,1,86,507,6
F,28,1,2053,188496,12,1005,25128,24
M,37,0,142,13121,24,78,76,1
M,49,0,99,1465,12,35,403,12
F,81,1,2463,307029,12,467,11231,24
M,74,1,1849,128888,12,314,3550,12
M,27,1,2058,120280,12,1028,12347,12
M,53,0,485,3644,6,164,1076,6
F,100,1,2873,32193,12,402,4481,12
F,54,1,1792,16470,24,698,6451,12
F,50,1,2165,102650,12,714,8053,12
M,23,0,85,1276,6,42,938,24
F,73,1,1444,60695,12,216,6584,24
F,34,1,2656,64016,24,1354,34421,24
F,28,0,170,892,1,81,499,6
M,43,0,355,24654,3,120,383,3
M,79,1,2067,139330,12,351,4216,12
M,27,1,1135,93894,24,601,5856,12
M,49,0,28,2696,1,11,24,3
M,61,1,1272,97774,12,228,5800,24
M,22,0,23,352,24,12,10,1
F,18,0,136,2450,6,15,606,24
F,22,1,728,96033,24,320,8735,24
F,65,0,79,869,24,11,341,24
M,98,0,306,7907,12,33,477,12
M,22,1,1837,264712,24,918,10581,12
F,84,1,1395,91831,12,195,4352,24
M,71,1,323,21186,24,45,658,12
M,44,0,202,14807,1,80,412,6
M,58,1,1347,124337,24,511,10021,24
F,92,1,1757,109549,12,316,3795,12
F,45,0,428,17725,24,128,154,1
M,35,1,1487,121169,12,624,17843,24
F,30,0,73,1280,6,40,210,6
M,80,1,1824,266684,12,310,5690,24
M,12,0,123,1665,6,18,22,1
F,96,1,1326,71800,24,212,2227,12
M,68,0,402,28788,24,68,289,6
F,23,1,626,34785,12,306,4056,12
F,32,1,2053,273462,24,1005,22172,24
M,24,0,69,872,6,33,861,24
F,70,0,435,26290,12,56,47,1
M,87,1,1068,115080,24,160,4870,24
M,73,1,2992,388936,24,658,9335,24
M,87,1,519,52315,12,93,1183,12
F,52,1,1027,138153,24,369,10598,24
M,78,1,2675,200834,12,427,4814,12
F,66,1,2037,173386,24,346,5866,24
F,27,0,90,984,1,41,44,1
F,36,1,1886,44952,24,980,10410,12
F,69,1,2545,270272,24,432,3970,12
M,22,0,37,730,24,18,18,1
F,90,1,1282,34968,24,128,2307,12
F,76,1,2298,336369,24,367,7169,24
F,74,1,1271,40676,12,241,3965,24
F,87,1,2748,106934,12,549,7914,24
F,29,0,174,1013,1,81,86,1
M,92,1,1161,33735,12,150,1950,12
M,31,0,145,11821,6,72,76,1
F,27,0,141,413,1,71,389,6
F,44,0,133,2049,1,50,494,12
M,60,0,404,9087,6,60,1260,24
F,74,0,119,704,6,21,22,1
F,62,1,2335,122989,24,466,9526,24
F,80,1,787,101797,24,102,2833,24
F,79,1,1353,122984,12,216,3896,24
F,79,1,2438,190743,24,316,5851,12
M,16,0,98,1165,6,17,49,3
M,73,0,238,12710,24,35,1028,24
F,96,1,985,107087,24,147,4018,24
M,96,1,2640,109681,12,395,5385,12
F,41,1,2514,177187,12,955,10558,12
F,15,0,122,2752,3,20,56,3
F,90,1,2301,245179,12,368,11044,24
F,50,0,51,3649,6,16,214,12
F,67,1,309,21427,24,58,1038,24
M,69,1,2674,265810,12,454,8984,24
M,47,0,60,4584,1,19,22,1
F,71,1,1476,54840,24,236,6022,24
M,30,0,165,13147,24,82,232,3
F,93,1,2328,35652,24,325,4749,12
M,13,0,101,1528,6,10,152,12
M,28,0,109,2080,3,56,52,1
M,91,1,1683,150855,12,319,6462,24
F,42,1,2815,170927,24,1041,12836,12
F,81,1,1511,106826,12,241,6164,24
F,33,0,73,6022,1,32,32,1
F,67,1,666,79349,24,99,2557,24
F,52,0,173,4358,1,50,176,3
M,61,1,247,28659,24,39,533,12
M,21,1,909,107960,12,463,5563,12
F,35,0,168,7235,12,73,246,3
M,32,0,100,6547,12,46,155,3
M,64,0,287,7776,12,40,275,6
F,86,1,1395,45782,24,195,6026,24
F,60,1,1274,71385,24,178,2904,12
M,57,1,2874,60660,12,948,13105,12
M,32,0,200,3564,1,93,563,6
M,81,1,1352,190656,12,243,5191,24
M,23,0,33,684,12,14,51,3
M,76,1,1062,152358,24,169,1529,12
F,94,1,393,40449,24,66,1886,24
M,83,1,1045,34586,24,167,2006,12
M,21,0,92,1117,3,43,287,6
M,93,1,1315,24646,12,197,5049,24
F,94,1,1033,21149,24,113,4710,24
M,16,1,1332,112333,24,138,4714,24
F,83,1,1649,174058,24,263,2176,12
M,19,0,139,2898,24,17,486,24
M,68,0,37,2816,1,6,57,12
M,83,1,289,17689,24,31,1109,24
M,32,1,917,105421,24,486,10123,24
F,80,1,1435,155292,24,215,1894,12
M,60,1,1061,24609,24,148,3564,24
M,39,1,488,32113,12,283,6324,24
F,45,0,180,1122,24,59,64,1
M,28,1,1133,108931,12,532,12508,24
F,62,1,1196,166963,24,191,1722,12
F,22,1,1542,60706,12,770,17023,24
M,85,1,1311,6074,24,235,2674,12
M,16,1,461,52772,24,47,1931,24
M,41,0,290,3334,24,92,2575,24
M,62,0,385,1039,3,65,646,12
F,94,1,2937,161209,24,499,7048,12
M,94,1,2723,384911,12,599,4247,12
M,25,0,87,702,24,38,130,3
M,18,0,31,724,12,3,35,6
M,67,1,2817,306986,24,450,8789,24
M,81,1,947,89317,24,170,1931,12
M,92,1,361,21147,24,72,1646,24
F,45,1,394,19797,24,141,3404,24
M,27,0,190,4192,1,98,279,3
M,54,1,613,28288,24,183,4854,24
F,10,0,186,3097,3,26,19,1
M,55,1,1373,115794,12,494,11862,24
F,13,0,196,1031,3,33,32,1
M,40,0,386,2993,6,135,903,6
F,99,1,2924,325850,12,438,7017,12
F,39,0,183,889,1,96,274,3
M,85,1,1514,89022,24,287,4723,24
M,62,0,103,6914,24,14,370,24
M,28,0,177,221,3,84,1104,12
M,53,1,2655,380066,12,1008,17204,24
F,51,1,1500,112040,12,524,5939,12
M,69,1,1331,20453,12,159,6708,24
F,94,1,1233,2401,12,147,4438,24
M,49,1,1881,123907,12,695,6320,12
F,71,1,2448,6074,12,367,8225,24
F,66,1,1076,145530,24,172,2582,12
F,96,1,1095,11820,24,229,1576,12
F,56,1,1913,161675,24,860,6886,12
M,49,0,342,26094,24,112,2708,24
M,94,1,1387,25889,24,194,2163,12
M,96,1,2428,347340,12,485,9906,24
F,72,1,2269,279536,12,226,4084,12
F,28,0,36,458,3,19,414,24
M,45,0,443,13159,12,168,155,1
F,38,0,70,1757,24,32,107,3
F,26,0,49,392,6,21,158,6
F,18,0,34,733,24,5,27,6
F,29,0,84,808,1,41,967,24
M,71,0,122,3061,3,20,117,6
M,91,1,2655,159910,24,451,4460,12
F,47,1,2158,303724,12,798,8027,12
M,44,1,773,52361,24,286,7049,24
F,34,0,175,6553,12,78,1889,24
F,98,1,2228,269842,24,311,6951,24
F,21,1,2885,296198,24,1471,19733,12
F,80,1,497,51151,12,69,1789,24
F,79,1,224,12825,12,31,913,24
F,59,1,1619,90197,24,647,11656,24
F,57,1,836,112970,12,326,6219,24
F,26,0,71,395,3,34,34,1
F,13,0,171,1125,6,24,133,6
F,63,1,1682,135881,24,302,3633,12
F,22,0,174,2483,1,83,939,12
M,11,0,96,275,3,11,214,12
F,64,1,1014,140504,24,223,4623,24
M,48,0,32,1864,1,11,268,24
F,66,1,2267,251984,24,294,8161,24
M,99,1,702,76347,12,112,1347,12
F,76,1,2770,305436,12,387,6647,12
M,41,1,2759,242815,24,965,23175,24
M,26,1,1760,114794,24,844,10771,12
F,11,0,103,1890,1,15,436,24
M,31,1,1829,91155,12,969,10096,12
M,73,0,157,14059,3,26,169,6
M,25,0,73,1454,6,39,109,3
M,89,1,2030,89906,12,385,8769,24
F,70,0,366,3751,24,47,329,6
M,62,0,206,10995,24,32,444,12
F,57,0,370,18682,24,118,3019,24
F,12,0,83,111,12,8,84,6
M,30,0,58,1183,3,26,177,6
M,74,1,626,28564,12,137,2854,24
F,93,1,2166,78644,12,389,8837,24
F,83,1,760,101888,24,113,3647,24
F,85,1,2903,216396,12,406,6618,12
M,83,1,1185,72541,12,201,1990,12
F,81,1,1969,284863,12,216,7560,24
F,56,0,370,894,6,144,3285,24
F,67,0,337,24907,1,47,303,6
M,73,1,665,48301,24,106,798,12
F,29,1,2491,177896,12,1220,29891,24
M,35,1,1597,163161,24,862,18014,24
M,95,1,1018,129424,12,122,3664,24
F,47,1,338,31071,12,118,1338,12
M,97,1,2176,282268,12,348,4177,12
M,14,1,2781,309603,24,357,11305,24
F,34,1,2088,83582,24,981,23051,24
M,15,0,144,457,24,15,71,3
F,85,1,841,99949,24,168,1412,12
M,90,1,2990,369454,12,597,9328,24
M,55,1,1534,72405,24,536,14358,24
M,33,1,2738,8315,12,1368,35484,24
F,68,0,484,31446,1,77,246,3
M,77,1,1502,154914,12,330,2523,12
M,50,1,2405,83515,12,841,9523,12
M,35,1,2388,352440,24,1122,14614,12
F,13,0,39,536,24,4,71,12
F,65,1,726,104261,24,101,2787,24
F,67,1,2822,201030,12,423,10159,24
M,62,1,1559,171194,24,202,4489,24
F,50,0,421,35302,24,151,1818,12
M,38,0,73,674,24,39,37,1
M,87,1,2788,183112,24,278,10036,24
M,67,1,2157,3694,12,388,4917,12
F,13,1,319,25164,12,41,1349,24
F,41,1,2052,22156,12,718,9603,12
F,66,1,1232,106817,24,160,2513,12
M,88,1,2487,193032,24,273,5670,12
M,23,0,150,2823,3,76,1943,24
F,67,0,131,11355,1,17,503,24
F,61,1,699,30182,24,111,3690,24
M,18,0,51,629,3,9,73,12
M,39,1,1084,7125,24,531,13007,24
M,22,0,63,737,1,28,85,3
F,40,0,66,4291,3,25,554,24
F,83,1,947,135914,12,132,1818,12
M,79,1,1065,41567,12,106,2044,12
F,62,1,1401,18595,24,266,6052,24
F,75,0,30,1924,3,3,14,3
F,55,1,735,61843,12,235,6526,24
F,39,1,1467,76828,12,821,9330,12
M,28,1,952,138886,24,495,12566,24
F,35,1,2254,314251,12,1059,28129,24
F,50,0,308,24838,24,101,776,6
M,35,0,115,4734,24,58,182,3
F,14,0,41,309,12,6,4,1
F,39,0,45,3260,24,22,22,1
F,11,0,132,2825,3,22,62,3
F,83,1,1988,204809,24,298,7156,24
F,23,0,41,603,3,20,20,1
M,64,1,430,26550,12,60,2063,24
M,67,1,1237,150871,12,272,4750,24
F,73,1,2724,237622,12,572,7845,24
M,76,1,2878,35766,24,489,11742,24
M,38,0,31,363,1,13,45,3
F,31,1,535,10253,24,283,6548,24
M,69,1,530,48187,12,74,763,12
F,73,0,262,25607,3,36,345,6
F,87,1,1640,213930,24,311,6297,24
M,74,1,1608,38754,24,225,3280,12
F,37,0,192,1232,6,105,305,3
F,75,1,2529,283830,12,303,12139,24
M,100,1,1188,103490,12,190,1425,12
F,69,1,210,24284,12,21,403,12
M,11,1,1050,111150,24,205,2398,12
F,70,1,217,17260,24,32,442,12
F,50,1,1526,12502,12,579,5859,12
F,34,0,76,2494,6,39,465,12
M,86,1,876,56858,24,140,2102,12
M,97,1,1961,106608,24,313,8471,24
F,85,1,2944,60140,24,618,6712,12
F,97,1,1059,44881,24,127,1270,12
F,86,1,2927,157518,24,380,5619,12
F,89,1,348,24179,24,48,626,12
M,69,1,707,94117,24,120,2884,24
F,88,1,612,49540,12,122,1101,12
M,67,1,2625,111956,24,472,4409,12
F,32,0,52,1148,1,27,673,24
F,43,1,775,30367,24,255,7439,24
M,25,0,146,737,6,70,201,3
M,30,0,197,8303,12,92,98,1
M,29,1,1269,101245,24,558,7461,12
F,64,1,948,100473,12,151,3412,24
M,23,0,65,831,3,35,179,6
M,23,1,2459,128154,24,1131,30098,24
M,34,0,51,388,3,26,624,24
F,81,1,1095,7088,24,142,1576,12
M,72,1,612,45139,12,104,1762,24
M,40,1,1118,126722,12,391,4158,12
F,93,0,290,27157,12,34,156,3
M,84,1,1707,81260,12,324,7374,24
M,59,1,2345,266226,12,937,10130,12
F,76,1,1896,240398,24,246,4550,24
M,19,0,190,1228,6,21,593,24
F,32,0,160,9444,12,79,940,12
M,44,0,120,7231,6,35,45,1
F,15,1,2441,5206,12,285,7016,24
F,24,1,586,3558,12,269,7875,24
F,39,0,179,11424,6,84,558,6
F,43,1,1250,142252,24,399,11699,24
F,66,1,1566,55481,24,156,7140,24
M,95,1,925,112191,24,184,1664,12
F,91,1,2507,100434,24,300,8423,24
M,14,0,68,1445,3,12,9,1
F,48,0,209,14391,12,64,2106,24
F,34,0,26,1791,12,12,293,24
F,29,0,102,1365,12,49,299,6
M,70,1,2682,5095,24,455,9655,24
M,91,1,1244,169995,12,124,3284,24
M,28,0,58,176,6,28,86,3
M,37,0,142,12412,1,70,212,3
M,91,1,1662,56365,24,365,4786,24
F,11,0,130,1502,1,20,64,3
M,69,1,2068,227970,24,310,8933,24
F,36,1,2484,156583,12,1266,32192,24
F,17,0,76,373,3,8,10,1
M,88,1,2664,311197,24,506,8951,24
M,55,1,331,33068,24,122,2780,24
M,44,1,740,51217,24,258,6038,24
F,43,1,2975,414493,12,1041,12851,12
F,18,1,2004,274831,12,313,3161,12
M,19,0,25,139,1,3,81,24
F,17,0,29,397,1,4,32,6
M,58,1,2444,81302,24,806,19943,24
F,65,1,2612,83383,12,417,7522,24
F,40,0,377,36451,12,113,1492,12
M,65,1,1940,267725,12,194,6983,24
F,64,0,250,9315,3,37,49,1
M,45,1,524,57271,12,183,4401,24
F,69,1,1858,248080,12,353,7134,24
M,81,1,844,84120,12,135,2025,12
F,63,0,408,33843,6,65,77,1
M,47,1,1683,5333,24,555,7674,12
F,17,0,71,673,1,14,9,1
F,36,0,155,7729,12,77,232,3
F,29,1,2755,302931,24,1377,14546,12
F,62,1,796,92533,12,103,2483,24
M,82,1,2138,250633,24,406,8723,24
F,15,0,141,376,6,14,213,12
F,71,1,389,36884,24,50,746,12
F,40,0,413,10129,12,148,842,6
F,68,1,2448,239429,24,244,9987,24
M,87,0,58,1374,3,12,26,3
M,63,1,2143,138368,24,235,2571,12
M,55,1,2928,324082,12,1083,29514,24
F,39,0,36,862,3,19,97,6
F,100,1,622,61867,12,105,1194,12
F,20,0,121,958,6,62,66,1
M,26,1,1051,104002,12,525,6432,12
M,56,1,441,48808,24,149,3598,24
M,21,0,157,995,1,87,72,1
F,64,1,716,96850,12,128,2233,24
M,80,1,1069,89143,12,171,3335,24
F,66,1,2880,102742,12,575,8985,24
M,21,0,53,1041,24,24,79,3
F,77,1,2046,83994,24,265,2700,12
M,30,0,191,3793,24,95,2475,24
F,79,1,752,41225,12,97,1443,12
M,75,1,1990,102015,24,318,3343,12
F,80,1,1356,54316,12,203,1952,12
F,20,1,660,47072,12,316,7603,24
M,87,1,978,62892,12,97,1525,12
F,62,0,164,761,24,22,27,1
F,45,1,1209,103599,12,423,7834,24
F,65,1,407,48359,12,69,1855,24
F,38,0,27,1394,6,13,14,1
F,83,1,1865,110966,12,317,2909,12
M,36,1,556,42923,24,289,6805,24
M,57,1,882,40255,24,326,8255,24
F,58,0,360,16800,12,125,755,6
F,79,1,2583,203502,24,335,3409,12
M,46,1,313,21113,24,115,2403,24
M,88,1,2278,165821,24,318,8200,24
F,74,1,1519,141084,24,273,6197,24
F,48,1,1658,132356,24,580,15916,24
M,67,1,363,6146,12,58,1132,24
F,69,1,2613,38682,12,418,5330,12
F,72,1,1406,66700,12,239,4386,24
M,59,1,2298,23688,24,781,17648,24
F,93,1,1246,140151,12,137,5083,24
M,43,0,395,21643,6,134,450,3
M,97,1,2623,249172,24,472,8183,24
F,23,0,55,78,12,28,659,24
F,35,1,885,130229,12,469,5097,12
M,90,1,1769,130834,24,265,2335,12
M,23,1,895,16670,24,465,10954,24
F,11,0,100,769,12,13,87,6
M,10,0,92,431,24,15,105,6
F,18,1,284,35099,24,51,1265,24
M,15,0,67,704,24,12,12,1
F,46,1,1540,227549,24,431,12935,24
F,39,1,418,32693,24,179,4915,24
F,13,0,56,699,24,6,10,1
F,75,1,2772,395533,12,443,6320,12
M,19,1,1012,16413,12,108,2420,12
M,78,1,1820,208149,24,254,4804,24
M,34,1,1365,4627,12,614,16707,24
F,79,1,348,36249,12,73,1085,24
M,17,0,173,1744,24,31,217,12
F,89,1,998,113741,24,99,3353,24
F,48,1,2181,326041,12,719,9683,12
F,96,1,2332,228157,24,419,8954,24
M,19,0,103,1191,24,17,12,1
F,32,1,1699,96525,12,781,10397,12
F,51,1,1171,56783,12,444,10398,24
F,17,1,1096,96020,12,194,2767,24
M,84,1,739,18091,24,81,1330,12
F,34,1,2492,206482,24,1370,31100,24
F,79,1,1957,93636,24,332,6575,24
F,59,1,2112,222798,12,823,19768,24
F,28,0,185,1347,24,103,599,6
M,59,1,1557,88750,24,529,7099,12
M,77,1,2672,34741,24,347,12825,24
M,28,0,198,2059,24,102,689,6
M,80,1,2893,335236,24,578,3818,12
M,32,0,66,4890,3,33,108,3
M,50,0,480,19710,24,182,489,3
F,63,1,2907,320724,24,494,4534,12
M,13,0,118,499,3,22,78,6
M,89,1,629,49009,12,94,1358,12
F,43,1,2029,201812,24,689,16556,24
M,28,0,155,377,6,80,455,6
F,26,0,161,659,1,72,1738,24
F,44,0,72,3830,6,24,336,12
F,56,1,273,36028,24,87,2489,24
F,77,1,2878,31754,12,402,4489,12
F,35,1,285,39747,24,131,3761,24
M,86,1,1645,34657,24,279,5527,24
M,23,1,1072,55711,24,546,6689,12
F,71,1,2880,341757,12,288,5875,12
F,52,0,283,24590,6,107,2309,24
F,68,1,1192,118104,12,238,4291,24
M,39,0,95,5741,3,43,604,12
M,54,0,337,22303,12,121,303,3
F,53,1,1790,66012,24,608,6658,12
M,75,1,841,73564,12,117,2825,24
M,96,1,1336,20846,12,240,2244,12
M,70,1,1986,29314,24,218,4766,12
F,91,1,2806,305919,12,448,3703,12
M,84,1,1828,219048,12,255,3071,12
M,85,1,2136,71808,12,277,7689,24
M,25,1,2236,329928,24,1095,13952,12
F,74,1,1394,67582,24,209,1840,12
F,77,1,596,54507,24,95,929,12
F,84,1,1905,105820,24,361,2971,12
M,34,1,1214,161083,24,558,15150,24
F,58,1,1460,95948,12,554,11563,24
M,32,0,28,657,3,13,13,1
F,67,1,1603,162577,24,272,3462,12
F,64,1,251,32412,24,50,451,12
F,32,0,87,996,24,46,117,3
M,99,1,1395,134162,24,209,2343,12
M,33,1,1952,274935,12,936,10306,12
M,69,1,764,26415,24,114,2016,24
F,72,1,1969,238943,24,374,2362,12
M,87,1,1578,209503,24,173,1893,12
F,19,0,58,725,24,8,41,6
F,65,1,2559,230722,12,255,5220,12
M,72,1,288,3527,24,54,967,24
F,42,0,35,312,1,11,13,1
M,99,1,1787,172608,24,303,2144,12
M,66,1,544,35112,12,92,1109,12
M,30,0,83,262,3,43,43,1
F,94,1,532,56627,24,63,1340,12
F,73,0,98,6900,6,12,199,12
F,35,0,111,5867,6,56,56,1
M,79,1,1793,213946,24,268,4088,12
M,30,0,141,7519,3,81,1759,24
F,38,0,36,1639,12,18,449,24
F,34,0,86,3268,3,40,41,1
F,36,1,2828,217537,12,1498,18325,12
F,50,1,2904,191114,12,958,25787,24
M,99,1,538,22655,24,107,839,12
M,80,1,2438,196665,24,365,3510,12
F,49,1,2233,84833,24,803,9914,12
F,80,1,1166,132998,12,174,4197,24
F,95,1,1424,48600,24,227,4784,24
M,89,1,2132,49072,12,277,9721,24
F,69,1,621,79685,12,111,2831,24
M,33,1,1870,82930,24,953,23786,24
F,74,1,2091,268846,12,397,3261,12
F,20,1,1277,133946,12,727,17469,24
M,22,0,28,166,6,14,10,1
F,40,0,489,13581,6,171,513,3
F,78,1,621,79248,24,74,1490,24
F,90,1,2287,231035,12,365,4391,12
F,86,1,1620,131000,12,242,3110,12
F,58,1,235,6646,12,72,1748,24
M,10,0,179,668,3,20,159,6
M,59,0,21,1996,1,6,85,12
M,85,1,1647,135682,24,279,2964,12
M,59,0,312,357,3,102,106,1
F,33,0,144,3919,3,70,77,1
F,26,1,1585,97292,12,713,8939,12
F,70,1,877,37259,12,140,2736,24
M,62,1,2785,411701,24,306,8689,24
M,98,1,291,12534,24,49,1047,24
M,84,1,2076,265729,24,352,4982,12
M,55,0,132,7846,12,42,1172,24
F,90,1,2912,190969,24,553,5940,12
M,53,0,375,26395,3,138,119,1
M,86,1,638,91962,24,108,2296,24
F,52,1,2865,208858,12,945,11001,12
F,22,1,1478,103884,12,724,8335,12
F,70,1,2826,237067,24,395,7460,24
F,20,0,180,945,24,93,1144,12
M,99,1,2361,274339,12,259,4816,12
M,63,1,2089,131878,12,271,4010,12
F,97,1,836,52970,24,125,2608,24
M,92,1,1736,190203,24,243,2708,12
F,41,1,957,27812,12,306,4134,12
F,60,1,1896,142443,12,322,2502,12
F,65,1,1226,132059,12,159,2206,12
M,10,0,150,3288,24,18,115,6
M,99,1,567,72004,24,113,1156,12
M,94,1,2890,308318,12,375,6589,12
F,47,1,779,77845,12,350,3365,12
M,70,1,2561,370043,24,358,8604,24
M,21,1,234,11343,12,112,1375,12
M,89,1,1164,155480,24,139,4190,24
M,12,0,133,696,3,19,19,1
F,22,0,88,1231,6,46,971,24
F,70,0,170,6599,12,22,81,3
M,78,1,1316,89343,12,184,4737,24
M,42,0,140,13648,3,55,142,3
F,99,1,1364,124532,24,177,4910,24
F,99,1,1290,123227,24,167,2012,12
F,82,0,150,4241,6,22,71,3
F,87,1,1072,58802,24,139,2315,12
F,80,1,2866,26438,12,372,5158,12
F,73,1,1715,38663,12,240,5762,24
M,34,0,21,295,12,10,35,3
M,98,1,2713,191836,24,461,13022,24
F,65,1,2967,50334,12,385,6052,12
M,54,0,23,1686,3,8,46,6
M,64,0,400,10184,12,55,179,3
F,42,0,29,2268,12,11,60,6
M,61,0,116,3974,24,19,19,1
F,54,0,27,234,3,9,194,24
F,50,0,458,11214,6,201,535,3
F,70,1,1339,1725,24,227,2249,12
M,91,1,869,122585,12,165,1877,12
M,25,0,99,593,1,47,320,6
F,47,1,2768,259355,12,1134,11625,12
F,65,1,1976,41056,12,276,4031,12
F,18,1,668,54637,24,116,1193,12
M,65,1,2453,71618,12,392,3237,12
F,70,0,426,18399,3,89,46,1
M,70,1,2825,245256,12,339,5084,12
F,11,0,139,2943,6,25,146,6
M,21,1,2487,280363,12,1243,15220,12
M,96,1,2955,125321,12,443,4964,12
M,28,0,85,350,24,44,1019,24
F,81,1,606,815,24,96,2472,24
M,14,0,96,864,6,14,93,6
F,76,1,721,99383,24,86,1384,12
F,74,0,432,761,12,51,82,1
M,24,1,2196,96316,12,1163,14230,12
M,93,1,1280,173984,12,128,2457,12
F,77,1,2215,29177,12,376,7973,24
M,18,1,1256,125236,24,155,2181,12
F,46,1,1230,30995,24,418,12398,24
F,28,1,1460,168667,24,744,19271,24
F,57,0,202,19220,1,70,424,6
F,84,1,1340,89237,24,254,5145,24
F,68,0,422,21441,12,50,1823,24
M,41,1,2661,283149,24,798,8940,12
F,74,1,599,81743,24,107,1365,12
F,42,1,2397,29194,24,934,11217,12
F,89,1,706,74097,24,98,1440,12
M,80,1,708,9333,24,99,2039,24
M,96,1,617,30334,12,86,1036,12
M,83,1,2694,286442,12,511,9698,24
F,79,1,407,35503,24,52,1367,24
M,92,1,481,32477,12,67,750,12
M,13,0,22,368,12,2,4,1
M,66,1,660,38691,12,98,2692,24
M,85,1,2552,250204,12,331,9187,24
M,35,0,140,13170,1,64,411,6
F,40,0,376,30130,12,150,439,3
M,72,1,2195,188451,24,373,4214,12
M,85,1,726,68576,12,116,1916,24
F,93,0,133,8035,12,15,478,24
M,95,1,2547,57219,24,356,7946,24
M,44,1,1758,125535,24,668,6961,12
F,25,0,165,555,24,75,1009,12
M,24,0,79,1398,6,37,241,6
M,86,0,251,14435,6,35,210,6
F,65,0,447,31863,12,58,750,12
M,82,1,314,15275,24,31,1507,24
M,26,1,1909,211779,24,973,11224,12
F,15,0,185,3651,3,27,28,1
M,44,0,419,9841,6,138,427,3
F,36,0,182,10968,12,103,2140,24
M,61,1,2836,339014,12,482,5104,12
M,97,1,1612,225346,12,241,7350,24
F,20,0,34,802,1,16,17,1
M,54,0,254,14321,1,104,883,12
M,60,1,260,2343,12,31,499,12
F,93,1,1345,147108,12,215,2259,12
F,42,1,618,31868,12,222,2521,12
F,33,0,170,2457,3,79,79,1
F,54,1,337,45564,24,134,2669,24
F,28,0,154,819,6,83,281,3
M,71,0,218,14013,24,47,497,12
F,14,1,234,29415,24,33,532,12
M,62,1,1873,30803,12,280,5394,24
M,82,1,476,68421,12,85,913,12
M,100,1,2638,160877,24,474,11396,24
M,70,1,1641,150384,12,262,2559,12
F,20,0,21,198,1,10,29,3
F,96,1,2725,367933,24,463,7194,24
F,32,0,199,1014,12,91,2435,24
F,87,1,951,84135,12,123,3880,24
M,81,1,2770,131271,24,526,9971,24
M,41,0,167,1551,12,56,380,6
M,81,1,2110,292777,24,274,3038,12
M,30,0,150,231,3,83,503,6
F,35,0,34,2589,1,17,359,24
F,85,1,1705,231841,12,289,3887,12
M,86,1,2228,40953,24,356,7486,24
M,32,0,87,1290,12,47,245,6
F,68,1,1978,116810,24,257,5696,24
