gender,age,job,monthly_income,assets,deposit_months,deposit_amount,saving_amount,saving_months
F,33,0,284,142909,6,798,93,24
F,25,0,475,15420,3,471,161,1
F,55,1,1042,441542,30,12150,378,30
F,29,0,234,147565,6,594,70,18
F,41,1,1837,712120,24,20928,578,30
F,45,0,131,18194,3,186,49,3
F,25,0,47,3266,6,132,18,24
F,45,1,2181,837788,18,14022,779,18
M,53,1,2511,53802,12,4392,287,30
M,43,0,39,38803,1,16,12,6
F,25,0,453,423567,3,558,224,1
F,45,1,1671,1334102,24,12144,643,24
F,45,0,430,194131,6,1074,155,1
F,54,0,232,219713,6,414,70,12
F,58,1,586,200301,24,4536,285,30
M,53,1,1094,404004,18,7200,541,12
F,44,1,403,354813,24,4728,185,24
M,34,0,482,48194,24,5208,203,6
F,26,0,443,73255,18,3510,213,6
F,50,0,225,222359,18,1692,75,6
F,37,0,633,149406,12,3060,214,18
F,30,0,29,15121,24,216,13,1
M,45,0,351,118312,18,2484,126,18
M,46,0,523,230745,24,5328,234,12
M,30,0,542,349947,12,2604,216,18
M,63,1,387,281301,12,1680,165,12
M,52,1,2365,692932,24,27048,1005,30
F,23,1,2874,2065255,30,30510,1195,24
F,35,0,86,75440,12,360,42,6
M,22,1,2398,739004,24,20688,761,18
F,64,1,2764,1549008,24,28272,1375,18
F,42,1,374,266770,18,3186,127,12
F,19,0,80,61488,3,75,38,24
M,27,0,484,279999,6,912,158,1
M,47,1,898,763590,24,10200,366,30
M,62,1,2168,1666699,18,19008,1018,12
M,22,0,300,45643,12,1272,148,1
F,50,0,114,112004,3,156,52,3
F,18,0,354,47923,18,2538,126,18
F,35,0,564,360226,24,4608,177,1
F,49,1,2797,462226,18,22104,904,24
F,64,1,2918,125921,30,39510,962,30
F,28,0,433,57547,18,3096,170,1
M,38,1,1290,950493,24,10200,593,30
F,43,0,491,174170,18,2646,150,6
F,42,1,489,422277,12,2712,205,30
F,39,0,209,168397,3,261,72,12
F,44,1,2397,340988,30,34140,1116,30
F,30,0,596,75446,24,5232,274,6
M,50,1,2941,843529,30,35130,1169,24
F,51,0,542,360128,6,1320,269,3
F,58,1,2651,2481122,24,25104,1235,12
M,52,1,1981,1121039,12,8112,939,18
M,18,0,227,172705,6,456,95,1
F,38,0,664,376576,18,5022,327,24
F,23,0,411,276952,18,3438,194,12
M,45,0,277,53919,18,2016,106,3
F,34,0,117,16674,24,1104,45,24
M,22,0,615,128392,1,257,193,12
M,48,1,2393,2178345,30,26640,925,24
M,22,0,524,226046,1,184,164,6
F,55,1,2293,175418,30,32520,1099,30
M,20,1,690,364616,18,4788,318,24
M,40,1,882,66047,24,10488,338,30
F,54,0,645,446854,24,7464,269,3
M,54,1,1993,84526,30,25170,782,12
M,27,0,511,384038,3,690,230,24
F,27,0,409,284951,18,2430,125,6
F,36,0,505,138276,1,207,224,6
F,34,0,509,239708,12,2916,157,24
F,38,0,566,224218,24,5688,189,24
F,31,1,449,94858,24,4200,173,24
F,26,0,233,57520,3,276,79,18
F,63,1,1875,945328,24,15264,816,12
F,18,0,22,8118,3,18,9,1
F,62,0,175,156844,12,1008,70,1
F,30,0,645,161164,24,5328,302,1
F,21,0,273,213108,12,1308,100,12
F,18,0,200,137115,3,270,92,6
F,57,1,265,133421,12,1104,131,18
F,49,1,1606,341201,12,9012,593,24
M,51,1,196,16133,18,1476,72,12
F,45,0,381,227713,3,480,187,12
F,48,1,2408,2073584,12,13656,829,12
M,25,0,333,42635,24,3552,145,3
M,56,1,2714,795027,12,14472,1270,24
M,43,1,2590,2369543,12,11460,984,12
F,51,1,398,316443,18,3528,130,18
M,20,0,78,77662,6,174,23,1
F,29,0,467,44591,1,219,215,1
F,18,0,98,49684,12,516,41,18
M,61,1,2628,92485,24,19152,1129,30
M,22,1,563,476562,18,3816,257,24
M,47,1,1583,363021,12,8244,515,30
F,47,0,548,307642,6,1104,247,12
M,34,0,123,79104,6,288,57,12
M,64,1,2135,437683,24,22128,988,12
M,40,1,2259,1388224,24,19824,789,30
M,32,1,464,357003,12,2448,216,12
M,54,1,917,635770,30,10860,452,18
M,38,0,66,62808,24,648,25,24
M,31,0,110,18264,24,912,51,24
M,19,0,346,256055,12,1464,147,6
F,28,0,597,264033,12,2796,238,18
M,56,1,417,311618,12,1932,198,30
F,55,1,2530,1977729,24,30144,774,12
M,51,1,2581,1451670,30,37050,868,24
F,55,1,1125,326298,30,15330,375,30
F,51,1,1904,906938,12,9900,860,24
F,35,1,2156,1107600,12,12360,951,18
M,47,1,1379,393796,18,12186,675,18
F,32,0,305,163871,24,2472,116,6
F,44,1,443,365828,12,2304,151,18
M,51,1,771,567828,30,7380,356,18
M,55,0,366,154936,12,1872,111,24
F,50,1,444,142954,18,2628,141,12
M,41,1,2254,1226018,12,8556,756,12
M,32,1,2014,668679,18,17496,912,24
M,47,0,505,335406,1,192,179,24
F,59,0,266,159839,12,1392,129,6
F,34,1,883,534773,24,9000,265,30
M,22,0,626,604693,12,2712,255,12
F,46,0,684,219637,24,6504,258,1
M,21,0,379,35435,6,936,186,18
M,27,0,329,294092,12,1608,146,3
M,34,0,112,36141,1,48,36,3
M,27,0,64,17041,3,69,21,24
M,34,1,1539,1479156,18,9558,593,30
F,37,0,72,49367,1,23,32,6
M,41,1,2931,1954248,18,16884,1406,24
F,22,0,602,151321,3,549,207,6
M,51,1,781,717352,18,4356,242,18
M,23,0,512,227804,6,1302,191,12
F,19,0,149,100581,6,372,70,6
F,30,0,240,149502,12,1272,82,3
F,60,1,1109,273876,30,11640,478,24
F,60,0,37,33022,1,18,11,18
M,28,0,604,97130,1,209,250,24
M,64,1,2336,1567657,12,13680,1113,18
F,40,0,501,292334,1,214,225,18
F,33,0,181,164458,1,81,82,1
F,48,1,734,356807,24,8016,258,12
F,28,0,451,335122,12,2592,162,18
F,33,1,2445,1048148,18,21654,1051,18
F,25,0,304,212463,24,2976,116,18
F,21,0,549,113561,6,1068,168,24
F,57,1,1963,1073977,18,15048,970,18
M,21,0,231,181835,18,1998,87,3
M,42,1,1522,1075441,30,18120,687,24
F,20,0,615,81470,18,4536,260,24
M,49,0,669,125509,18,4842,237,12
F,20,0,108,7019,12,420,38,12
M,44,0,631,454538,18,4428,306,24
F,46,0,54,24945,12,264,25,1
M,49,1,2701,199606,24,21936,1089,18
F,36,1,2823,2411252,18,15354,1300,24
M,38,0,309,24731,24,3048,146,18
M,22,0,142,97549,1,53,44,6
F,35,0,542,272677,12,2784,202,6
M,45,1,1969,934038,12,9960,744,18
M,59,0,351,143692,18,2394,149,6
M,39,1,2867,1208466,30,30690,1090,18
M,38,0,428,160059,3,501,151,6
F,23,0,397,101719,3,564,125,6
F,18,0,204,43471,1,87,98,6
F,22,0,467,369897,24,4656,204,6
M,58,1,1599,31308,30,8370,234,24
F,29,0,375,279910,6,996,146,12
M,43,0,425,310831,6,852,179,24
M,63,1,347,245588,12,2028,127,30
M,51,1,2328,179926,24,23592,949,18
F,31,1,1612,712774,30,15060,800,12
F,43,1,452,261046,18,3996,149,18
M,62,1,556,455637,18,4374,179,30
M,44,0,254,75506,12,1512,108,6
F,26,0,522,448108,12,2676,233,24
M,43,1,2652,752798,12,12588,960,12
M,64,1,729,724845,30,10650,350,18
F,39,0,297,59409,18,2088,100,3
F,64,1,693,127010,12,3024,287,18
M,47,0,77,29388,1,23,24,12
F,60,1,538,66838,24,3912,218,24
M,34,0,418,357437,3,582,199,1
M,43,1,470,192357,18,2952,206,12
F,53,0,583,400697,12,3432,214,6
M,18,0,26,4212,24,192,10,6
F,25,0,542,251778,24,5016,243,24
F,52,0,325,64025,24,2640,152,3
F,32,0,333,21899,1,157,163,12
M,64,1,2281,473619,12,11460,953,24
F,39,0,354,82632,24,2712,111,6
M,31,1,2898,2461398,12,10872,999,12
M,43,1,2292,1129044,18,16506,841,24
F,45,1,292,176962,30,2760,142,24
M,40,0,255,83888,1,78,76,12
F,31,0,660,622185,24,5520,270,3
F,41,0,153,54056,3,204,47,3
F,19,0,249,66900,6,660,111,6
M,62,1,749,308660,30,8400,344,18
F,43,0,591,554980,6,1344,291,24
F,31,0,402,246870,1,153,145,1
F,24,0,500,126695,6,1488,164,12
M,20,0,634,519476,3,609,290,1
M,64,1,2587,2473525,18,21474,914,12
F,40,0,56,55742,1,27,25,24
F,63,1,2730,342852,24,26040,1260,12
F,60,0,298,182887,12,1692,147,12
M,64,1,2803,2569364,12,16512,1061,18
M,62,1,2275,591688,12,12624,805,18
M,35,0,360,304556,3,441,111,1
F,55,0,621,129017,24,6336,225,1
M,52,1,2445,2114005,12,13344,765,12
F,32,0,281,239150,18,2070,118,18
M,42,1,389,50784,24,4032,184,18
F,54,1,1222,580171,18,8568,537,18
M,45,1,1900,305425,18,14094,855,30
M,27,1,617,418264,18,4968,216,30
M,56,1,2114,840459,24,21792,1023,30
M,34,1,1670,551362,30,18420,586,30
F,56,1,2156,994383,12,9888,767,30
F,39,0,269,252240,18,1926,124,18
F,43,0,658,237632,12,3360,205,12
M,61,1,2382,1903644,30,23610,926,18
F,42,1,287,73675,18,1944,123,24
M,34,0,497,153620,24,5880,214,1
M,30,0,37,8119,18,216,13,3
M,37,0,72,50207,1,26,26,6
F,42,1,2999,358951,12,12696,1233,18
M,21,0,151,126339,18,936,63,24
M,27,0,307,83631,6,828,146,3
M,20,0,264,4621,24,936,47,3
M,58,1,491,80403,24,4272,214,24
F,62,1,912,236125,24,10416,316,12
F,35,0,442,354256,3,417,135,24
F,64,1,819,65067,18,5706,298,12
F,53,1,2967,1363648,18,25758,1447,12
F,64,1,270,263547,18,2232,112,30
M,39,0,497,253059,12,2460,199,18
F,51,1,1628,968328,18,13572,736,12
F,64,1,1744,308823,12,10128,708,18
F,25,0,578,119012,3,696,230,18
F,57,1,941,283686,12,3492,304,12
F,61,1,2914,1751714,18,20754,1182,12
M,36,1,1513,91411,30,18510,685,24
F,59,1,621,396654,24,6240,284,12
M,58,0,93,48508,1,41,38,18
F,54,1,2770,431877,30,35820,1274,30
M,23,0,301,65981,12,1728,144,6
M,43,1,2221,1351284,18,18504,846,30
F,51,0,698,580737,3,984,292,12
F,62,1,1411,989031,18,10962,628,12
F,23,0,508,72785,12,1944,242,24
M,54,1,2029,932183,12,7728,787,18
M,50,1,1240,170143,18,7452,476,24
F,39,0,256,204681,3,315,85,18
M,38,0,633,462521,1,201,238,12
F,23,0,292,189143,1,97,92,12
M,23,1,1687,1683939,12,7596,666,18
F,21,0,179,91415,6,354,60,3
M,47,1,1583,48830,30,18390,691,12
F,28,0,156,13509,18,1206,59,12
M,47,1,1326,807092,12,5880,588,18
M,48,1,1359,1302714,12,7656,648,30
F,41,1,2006,505509,18,12762,650,24
M,26,0,51,8376,3,45,20,1
M,20,0,482,207944,18,3780,211,1
F,48,0,545,324426,24,4728,271,24
F,57,1,1329,310433,18,11772,535,30
F,54,0,666,452685,24,5784,246,18
M,53,0,117,15217,18,954,52,12
M,41,0,508,401662,6,1428,229,3
F,48,1,2238,293535,24,18600,813,24
M,23,0,80,65896,1,29,34,24
M,19,0,655,91403,24,4752,260,3
M,37,1,2359,922105,30,27600,1061,18
F,45,0,518,273658,6,1020,183,12
F,28,1,2406,2151151,24,28800,905,30
F,21,0,422,294332,18,2772,171,1
F,32,0,688,343886,18,4374,284,12
M,23,0,510,334625,3,474,223,3
F,47,1,1118,858892,30,12960,440,24
F,55,1,2347,582256,24,21936,725,30
M,19,0,45,39594,3,60,14,6
F,32,0,240,9368,3,327,96,18
M,28,0,451,307362,18,3240,137,6
M,25,0,261,56701,6,540,129,3
M,43,0,511,187649,12,2712,156,18
M,62,1,227,188298,12,1164,107,12
M,61,1,1037,717838,24,12264,440,18
F,22,0,65,20625,12,276,29,3
M,23,0,436,402207,18,2556,192,6
F,43,0,485,44498,6,1314,230,24
F,21,0,578,286145,18,4662,225,3
M,36,1,1994,1665031,12,9852,798,12
M,37,0,250,171061,18,2106,80,18
F,50,0,107,54895,6,216,35,24
M,37,1,600,250887,12,2892,214,24
F,29,1,759,426890,24,6840,249,30
M,64,1,925,688473,12,5412,289,12
M,18,0,95,76163,3,123,36,24
M,43,0,60,46980,3,72,20,6
F,31,0,123,91909,12,468,37,3
M,55,1,1094,470134,24,8208,539,30
M,54,1,966,843424,18,5382,386,30
F,28,0,464,456866,24,4560,221,18
F,53,1,1372,965985,12,5508,549,18
F,30,0,439,273808,12,1800,210,24
M,60,1,2809,149529,24,23928,1383,30
F,20,0,635,302136,24,7536,218,24
F,50,1,1946,656627,30,21180,823,24
F,23,0,198,30277,12,816,98,1
M,27,0,475,203759,6,1128,212,12
M,22,0,620,342095,6,1404,306,1
M,40,0,687,273784,3,939,285,3
F,27,0,263,28548,6,756,128,18
M,61,1,1719,93509,12,6324,576,24
M,19,0,460,57251,1,214,210,6
F,30,0,291,203011,12,1128,94,6
M,57,0,490,144173,18,4068,229,24
M,19,0,470,40717,18,4050,200,1
F,37,0,491,2150,12,816,78,1
F,18,0,383,182473,24,3240,120,12
F,54,1,1266,862524,24,14592,416,30
F,26,0,661,38347,3,618,254,1
F,34,0,688,155363,18,4464,208,18
F,26,0,675,189724,3,834,245,24
F,28,0,344,253095,1,135,141,12
F,32,0,282,232091,18,1548,102,24
M,41,0,698,316198,3,984,221,6
M,55,1,1710,75714,12,8196,674,18
M,52,1,904,483763,24,10344,365,12
M,47,0,208,95514,1,66,97,1
M,48,0,634,33642,18,4230,292,12
F,22,0,327,262005,3,465,160,1
F,61,1,2175,980330,24,18312,941,12
F,31,1,2414,1226887,30,24210,892,24
M,28,0,102,66816,18,792,30,18
M,26,0,350,219402,1,132,157,18
F,51,0,188,56777,1,66,74,6
F,29,0,377,267963,3,519,171,18
M,52,1,2798,13394,24,8016,416,30
M,52,0,521,340817,3,693,172,6
F,18,0,397,394886,12,2376,188,24
M,57,1,2905,2798109,30,31410,1263,18
M,39,1,2249,1474169,24,18504,948,24
F,46,0,74,72322,18,612,32,3
F,25,0,349,155929,6,1008,123,24
M,28,1,2094,1438207,30,23400,1018,30
F,58,1,1550,40692,24,5736,283,30
F,54,1,2556,244253,18,14778,890,24
M,31,0,389,151503,12,1644,137,24
M,47,0,623,42114,12,3588,288,3
F,52,0,518,436799,18,3366,177,18
M,38,1,2372,968886,30,30630,950,30
F,54,1,2605,2149178,18,15264,857,12
F,22,0,458,105946,24,3480,206,12
M,36,0,251,49756,1,123,123,3
F,31,0,344,2462,3,117,62,3
M,43,0,412,33425,6,1164,160,1
M,21,0,678,185607,12,2916,247,3
M,42,1,2032,274958,18,16668,728,18
M,62,1,2230,2182204,18,17046,970,30
F,59,1,2294,1265836,30,27510,1049,12
F,42,0,434,92815,12,1980,142,1
F,35,1,1723,1443276,30,19470,704,30
M,57,0,335,214528,24,2784,114,3
F,25,0,479,432097,1,158,178,24
F,56,1,550,435845,30,5490,211,24
M,57,1,2488,1350629,18,20718,940,24
M,31,0,29,833,3,15,4,1
F,49,1,712,361661,12,3684,214,18
F,55,1,741,281813,18,6030,247,24
M,50,1,2726,1589026,30,35580,1047,18
M,40,1,952,862358,18,6750,384,12
M,32,0,76,52758,1,29,34,1
F,50,1,416,21229,24,4800,192,30
F,42,0,137,17907,1,67,47,3
M,34,0,430,279280,18,3420,185,3
M,50,1,590,569409,24,7056,237,30
F,64,1,2680,655854,24,20928,1070,24
M,19,0,526,425407,1,207,212,18
M,31,0,232,51531,6,666,100,1
M,57,1,984,597441,30,10110,399,18
F,57,1,707,301455,24,6720,277,12
F,56,1,2803,330266,30,39030,1249,18
M,23,0,566,288489,1,189,204,3
F,23,0,223,46580,6,648,75,1
M,20,0,678,62002,3,792,245,3
F,24,0,145,30512,3,210,52,12
F,25,0,378,94785,6,756,174,6
M,59,1,653,260985,18,5130,204,18
M,32,0,354,140106,6,948,121,24
F,64,1,2864,2557606,18,24840,988,30
F,46,0,440,438749,24,4056,214,18
M,50,0,391,282884,12,1584,128,12
M,47,1,2432,709263,12,10836,737,30
M,56,1,2212,1131297,12,8352,949,30
M,44,0,474,467331,3,603,229,12
M,53,1,856,776316,30,10290,408,18
F,46,1,2671,2456651,12,12084,1291,24
M,55,1,2606,1630617,12,9468,1134,30
M,50,1,437,435603,24,4752,166,18
M,54,1,534,142865,18,3654,198,24
F,44,0,594,488834,18,5220,265,12
F,50,0,572,505047,3,846,246,6
F,21,0,591,244879,6,1170,179,6
M,39,1,1264,1045988,24,11808,601,12
M,19,0,131,50007,6,276,64,6
F,27,0,32,7959,1,15,15,3
F,22,0,566,63199,18,3060,255,3
M,27,0,178,132712,24,1848,54,12
F,50,0,233,55569,12,1272,95,6
F,55,0,53,16499,12,312,25,24
M,30,1,532,149617,12,2892,159,12
F,48,1,2126,277670,24,20928,682,12
M,64,1,2169,159220,30,32250,1059,30
F,53,0,579,509296,6,1260,267,3
F,62,1,1381,368778,12,6540,623,12
M,41,0,51,4895,6,90,24,6
F,32,1,995,26435,18,2340,125,30
M,46,0,466,433532,24,4608,189,18
F,25,1,1648,1375881,30,19890,620,30
F,22,1,1966,985003,18,16866,658,30
M,46,1,1807,1166298,18,15552,795,18
M,64,1,2863,1004290,30,29640,863,24
F,21,0,584,20973,1,210,268,18
M,29,1,549,192250,30,5340,219,30
M,62,1,1683,1587695,24,16416,668,18
M,19,0,212,49719,6,558,86,12
M,44,0,303,29095,3,357,92,24
F,48,1,1826,531870,18,13014,579,18
F,53,0,237,119156,24,2376,73,6
M,53,1,2871,2677759,12,15384,1110,12
F,43,1,2007,224204,24,18552,897,24
F,60,1,482,185127,24,3648,203,24
F,44,1,1375,1369884,24,13512,534,30
F,22,0,258,6208,3,78,48,18
F,37,0,661,305222,12,2376,213,12
F,28,1,2653,22670,12,3744,469,30
M,27,1,2748,179615,12,15516,1229,24
F,57,1,1050,918643,18,6120,411,30
F,55,1,2290,723294,18,20448,1002,12
M,23,0,340,143981,12,1368,114,24
M,25,0,607,291589,1,290,221,3
F,40,0,365,329529,6,780,175,24
F,64,0,81,34950,6,180,40,18
F,43,1,2621,30644,18,5058,273,12
F,63,1,277,100220,12,1236,136,24
M,60,1,2637,2087147,24,26496,1296,12
M,29,0,59,58106,12,252,23,18
M,43,0,55,24344,12,300,19,12
M,30,1,1108,832039,12,5256,401,12
M,57,1,1945,968080,24,17928,939,30
M,35,0,60,5910,1,23,20,3
F,42,0,218,24951,1,98,72,3
F,50,1,223,12286,18,1854,74,24
F,64,1,1173,868320,12,5772,389,12
M,57,1,2583,2188353,18,22986,1128,18
F,60,1,1794,271193,30,23010,572,30
M,29,0,147,83438,1,62,54,18
M,61,1,891,709661,24,8784,406,30
F,53,1,1899,1456728,18,15318,829,12
F,21,0,241,104706,12,1212,93,3
F,22,0,323,81952,1,118,107,6
F,54,0,458,222804,24,5448,202,3
M,25,1,271,191447,18,2052,85,24
F,59,1,1208,611945,18,8316,523,30
M,45,0,243,137626,24,2616,93,1
M,48,0,690,620119,18,5508,325,1
F,26,0,57,29764,24,456,22,18
M,46,1,2132,71876,24,17688,936,18
F,31,1,2839,771611,24,21888,963,12
M,57,1,634,300199,18,3474,239,24
M,58,1,1059,331935,24,12408,432,24
M,39,0,237,170915,12,1284,76,12
F,28,0,697,325212,12,2712,214,3
F,40,0,253,72495,18,2232,124,24
F,18,0,520,284927,1,245,252,18
F,63,1,2565,326140,30,26460,1099,12
M,54,1,1622,33635,12,2724,295,24
F,38,0,185,94330,18,1224,77,24
M,43,1,2420,531876,24,17808,852,12
F,63,1,1997,1179445,12,10164,959,30
M,53,1,347,265708,30,3180,166,12
M,40,1,2875,2506086,30,41280,879,12
M,18,0,372,307800,1,177,152,24
M,57,0,198,18791,6,510,82,6
M,32,1,391,251791,24,3936,127,24
M,38,0,685,170279,6,1476,268,1
F,64,1,551,311087,24,4368,194,18
M,26,0,372,46302,1,125,179,12
F,26,0,332,126469,24,3096,132,1
F,27,0,92,39026,18,774,38,3
F,43,1,1698,60212,30,20010,788,18
M,58,1,262,38710,30,3510,92,24
M,52,1,1609,837560,12,9468,626,30
M,42,0,290,233386,1,114,103,1
M,43,1,2970,1413921,12,12756,938,12
M,28,0,99,90323,12,396,41,1
F,55,0,351,5346,12,456,51,1
M,19,0,426,81704,6,1230,167,24
F,24,0,159,45416,12,576,79,12
M,35,1,2987,2541270,12,14844,1341,12
M,44,1,881,761533,18,5166,358,30
F,51,1,490,362057,24,4848,241,18
F,44,0,566,239471,3,564,257,12
M,34,0,99,20544,3,135,31,1
M,60,1,1821,760565,18,11682,616,18
F,61,1,844,441520,12,4956,276,30
M,41,1,1534,498215,24,15936,628,12
M,42,1,1904,164059,18,13068,712,18
M,24,0,196,114334,12,768,90,24
M,23,0,629,594322,3,576,265,6
M,41,1,475,302145,18,3942,174,30
M,50,0,166,70911,18,1224,57,3
F,46,0,671,75519,6,1650,286,3
M,60,1,2597,878912,18,16380,1238,30
F,39,0,424,126524,3,621,184,24
M,43,0,541,393878,24,4152,195,3
F,45,0,98,56764,3,135,39,6
M,38,0,348,115908,6,642,155,6
F,24,0,190,30149,12,1032,67,6
F,34,0,78,75884,3,114,28,1
M,37,0,427,260126,1,165,159,1
F,58,1,457,122796,24,4632,157,12
F,37,0,392,156766,24,3576,131,12
M,39,1,1573,1139074,30,20250,498,30
M,45,0,199,153410,6,486,72,18
F,57,1,2985,1081955,12,16140,1256,30
M,24,0,584,326198,24,6072,282,12
F,18,0,653,213319,1,278,267,12
M,49,1,2745,1692598,18,19368,1203,18
F,30,1,953,800263,30,10650,372,30
F,47,1,1763,1020798,18,15408,793,24
F,40,0,435,69053,18,3546,172,12
F,36,0,563,382068,12,2736,184,3
M,49,0,415,57219,18,3528,194,18
F,47,1,2491,2420856,12,14244,1222,24
M,46,0,435,222447,6,918,165,24
M,62,1,1072,761424,24,8160,462,18
F,46,1,1735,76616,24,14088,620,30
F,47,1,2217,296905,12,10932,835,30
F,33,0,534,143259,24,6072,201,6
F,57,1,548,362913,12,3036,256,12
M,36,0,695,569376,12,3000,296,6
F,35,0,319,64837,18,2124,133,1
F,18,0,222,37027,12,1080,83,12
M,31,0,292,261078,24,2136,132,18
M,64,1,1394,28693,24,4152,236,30
F,19,0,109,102868,18,684,34,3
F,45,1,1407,361296,12,8340,652,24
F,47,1,2438,1086096,12,11460,1195,30
F,55,1,1146,787254,30,10650,564,24
F,21,0,49,28882,1,15,22,1
F,18,0,207,56952,12,768,68,24
F,25,0,411,241530,3,381,135,1
F,46,1,2128,1533958,18,18054,790,18
F,56,1,870,14781,30,2970,145,30
F,20,0,478,28005,18,3492,147,12
M,49,0,164,15952,18,1350,74,6
M,27,0,146,90610,24,1632,72,12
F,27,0,364,8085,24,912,54,24
F,36,1,1431,1210574,18,7794,707,18
F,63,1,926,455876,30,12840,432,24
F,51,1,1145,910895,18,9666,485,30
F,50,1,1284,394350,12,5364,632,18
M,40,0,509,316288,3,624,227,1
F,45,0,189,114952,12,768,75,1
M,49,1,2953,1718604,30,28410,1039,30
F,24,0,514,432077,24,4776,211,12
F,46,1,2220,1055583,30,28350,913,12
F,25,0,429,118083,6,1092,133,3
F,18,0,40,31036,12,192,17,1
F,20,1,722,622299,12,4008,293,30
F,41,1,2944,2857717,18,24912,1096,30
F,40,0,600,228950,24,6936,294,24
F,25,0,451,23104,6,882,190,1
M,64,1,1907,978669,24,18072,674,30
F,54,1,2109,1462534,18,17100,731,24
F,20,0,664,619855,12,2592,247,3
F,50,1,1537,112135,24,14064,516,18
F,45,0,653,134929,12,2520,270,3
F,64,1,2576,2155294,12,14496,1078,12
M,25,0,592,200543,18,3420,253,24
F,51,1,578,461719,18,5094,204,30
M,52,0,339,197484,3,471,103,3
M,49,0,383,303773,3,387,133,24
F,41,1,2127,1639403,30,31230,758,24
M,31,1,837,740489,30,8850,261,30
F,49,1,453,387328,18,2610,161,24
M,63,1,1236,667113,24,13368,571,12
F,60,1,475,422925,30,5700,184,12
M,33,0,197,159161,24,2280,97,1
F,21,0,157,32310,24,1656,76,1
M,54,1,2469,2396134,12,14268,1062,24
M,38,0,157,21854,6,402,78,12
F,31,1,1832,194894,12,7176,714,24
M,48,0,192,165275,1,64,61,1
M,35,0,157,98699,24,1224,55,12
M,24,0,30,27055,1,11,10,3
M,27,1,2658,2477377,30,30600,972,18
F,24,0,150,83866,6,270,65,3
M,50,1,1197,567857,18,7020,573,18
F,40,0,197,172544,6,432,71,18
F,38,0,244,53484,6,726,106,1
M,36,1,617,5235,30,3030,85,30
M,36,0,481,370541,18,3528,168,1
F,53,1,478,356421,18,3852,202,12
F,46,1,562,488161,12,2784,197,24
F,35,0,287,115650,1,130,109,1
M,19,0,583,126842,1,243,291,12
M,18,0,409,110894,12,2316,195,12
M,64,1,1983,905297,12,8064,907,12
F,22,0,364,105156,24,3072,130,18
M,37,1,234,43419,30,3270,87,24
F,28,0,137,134670,18,810,50,18
F,59,1,1348,1170129,30,14310,511,12
F,19,0,25,10424,6,60,8,6
F,20,0,129,85073,18,684,41,6
F,40,0,576,389011,3,855,183,18
M,29,0,566,528441,3,570,205,24
F,37,1,420,42882,12,1584,154,12
M,22,0,176,160257,18,972,54,24
F,54,1,835,510449,24,9696,270,30
M,55,1,401,368427,30,4740,185,12
M,47,0,506,235309,24,4680,215,3
F,26,0,493,436834,1,193,244,18
M,51,1,1254,673980,18,11034,473,30
M,61,1,1928,1068250,18,14346,690,12
F,52,1,899,884413,18,7236,291,30
F,39,0,516,370610,6,1116,189,3
F,61,0,466,380021,24,3552,155,24
M,41,0,438,68003,1,163,167,24
M,34,0,31,23442,3,30,10,12
M,27,0,606,132662,3,699,257,1
F,47,1,445,237448,30,4530,186,18
M,63,1,1624,672920,18,12438,674,18
F,40,0,269,173186,12,1020,89,24
F,49,0,635,326008,3,927,242,1
M,34,0,146,70976,1,45,54,18
M,34,1,653,628872,30,5910,246,12
F,31,1,403,154203,24,3624,141,18
F,26,0,594,256575,18,4410,268,1
M,57,1,1638,1174872,12,8760,659,30
F,19,0,427,198880,6,882,199,6
F,62,1,537,281362,18,4698,263,18
M,42,0,337,6992,6,306,43,6
F,56,1,1082,621769,24,10272,467,30
M,26,0,583,336287,24,6984,239,1
M,39,1,836,24696,30,3120,99,30
M,60,1,400,370734,30,5700,191,12
F,63,1,2807,2523179,30,26040,934,24
M,21,0,80,73392,6,228,38,18
M,43,1,1542,6502,24,6432,163,12
M,46,1,2381,1114302,30,22080,1187,24
M,62,1,1237,107005,24,12864,431,12
M,51,0,304,122369,12,1512,117,6
M,40,1,1134,552410,18,7614,533,30
F,54,1,1035,685653,24,11592,316,12
F,28,0,300,135169,12,1500,109,1
F,23,0,411,43283,12,2376,141,12
F,35,0,434,301595,6,822,211,1
M,38,0,520,515283,18,3690,239,1
F,59,1,487,134483,24,5280,175,30
F,53,1,2818,1844833,30,33300,1223,24
F,58,0,360,251359,6,1074,143,24
M,55,1,889,801430,12,4812,443,30
M,51,0,563,462528,1,276,220,18
M,34,1,2215,1220123,30,24990,668,30
F,54,0,489,13507,3,252,49,12
M,42,1,736,116394,18,6210,345,24
M,55,1,1645,1515388,30,19260,733,30
M,29,0,181,41950,3,264,61,6
F,40,0,160,66774,1,51,74,3
M,59,1,889,538566,24,9384,283,30
F,39,1,1870,427839,30,20880,582,30
F,38,0,685,574414,6,1578,219,12
M,44,1,1208,432449,24,10632,399,30
M,48,1,883,675216,12,4764,273,12
M,23,0,532,33518,12,2412,180,3
M,44,0,327,309383,18,2034,129,24
F,57,1,1322,507427,24,14808,455,12
F,51,1,1213,599796,24,13008,530,24
F,29,0,402,62889,6,744,158,24
F,62,1,2906,873107,12,16956,907,24
M,24,0,293,42426,1,95,122,6
F,27,1,2091,1594481,24,15408,992,24
F,62,1,342,128802,30,3330,151,30
M,34,0,505,263320,24,4608,236,18
F,43,0,233,195477,12,1188,90,24
